ID,Master,Master Residence,Registree,Status,Sex,Origin,Age,Occupation,Registration Date,Registration District,Sources,Registration District Latitude,Registration District Longitude,Origin Latitude,Origin Longitude,Runaway at Registration,Transfer Date,Escape Date,Freedom Date,Death Date,Codice,Senhores,Morada,Registrados,Naturalidade,Ofícios,,,,,,,,,,,,,
73,"Carolina Xavier da Fonseca, D.",Santa Carolina,Joana,Slave,Female,(Inhambane) Inhambane,15.0,Baker,1856-08-09,Bazaruto,"AHM, Fundo do Século XIX, Códices, 11-1166, ff. 9v-10.",-21.64915,35.46723,-23.87328,35.4103,,,,,,1166,"Carolina Xavier da Fonseca, D.",Moçambique,Joana,Inhambane,Padeira,,,,,,,,,,,,,
74,"Carolina Xavier da Fonseca, D.",Santa Carolina,Maria,Slave,Female,(Yao) Mujau,18.0,Baker,1856-08-09,Bazaruto,"AHM, Fundo do Século XIX, Códices, 11-1166, ff. 10v-11.",-21.64915,35.46723,-15.02263,36.36115,,,,,,1166,"Carolina Xavier da Fonseca, D.",Moçambique,Maria,Mujau,Padeira,,,,,,,,,,,,,
75,"Carolina Xavier da Fonseca, D.",Santa Carolina,Constância,Slave,Female,(Inhambane) Inhambane,25.0,None,1856-08-09,Bazaruto,"AHM, Fundo do Século XIX, Códices, 11-1166, ff. 10v-11.",-21.64915,35.46723,-23.87328,35.4103,,Unspecified,,,,1166,"Carolina Xavier da Fonseca, D.",Moçambique,Constância,Inhambane,Não tem,,,,,,,,,,,,,
76,"Carolina Xavier da Fonseca, D.",Santa Carolina,Cândida,Slave,Female,(Moçambique) Moçambique,8.0,None,1856-08-09,Bazaruto,"AHM, Fundo do Século XIX, Códices, 11-1166, ff. 10v-11.",-21.64915,35.46723,-15.0359,40.73486,,,,,,1166,"Carolina Xavier da Fonseca, D.",Moçambique,Cândida,Moçambique,Não tem,,,,,,,,,,,,,
77,"Carolina Xavier da Fonseca, D.",Santa Carolina,Ângela,Slave,Female,(Moçambique) Moçambique,8.0,None,1856-08-09,Bazaruto,"AHM, Fundo do Século XIX, Códices, 11-1166, ff. 10v-11.",-21.64915,35.46723,-15.0359,40.73486,,,,,,1166,"Carolina Xavier da Fonseca, D.",Moçambique,Ângela,Moçambique,Não tem,,,,,,,,,,,,,
78,"Carolina Xavier da Fonseca, D.",Santa Carolina,António,Slave,Male,(Makhuwa) Macuana,28.0,None,1856-08-09,Bazaruto,"AHM, Fundo do Século XIX, Códices, 11-1166, ff. 10v-11.",-21.64915,35.46723,-15.120919,39.268814,,,,,,1166,"Carolina Xavier da Fonseca, D.",Moçambique,António,Macuana,Não tem,,,,,,,,,,,,,
79,"Carolina Xavier da Fonseca, D.",Santa Carolina,António,Slave,Male,(Makhuwa) Macuana,25.0,None,1856-08-09,Bazaruto,"AHM, Fundo do Século XIX, Códices, 11-1166, ff. 10v-11.",-21.64915,35.46723,-15.120919,39.268814,,,,,,1166,"Carolina Xavier da Fonseca, D.",Moçambique,António,Macuana,Não tem,,,,,,,,,,,,,
80,"Carolina Xavier da Fonseca, D.",Santa Carolina,Manda,Slave,Male,(Yao) Mujau,16.0,None,1856-08-09,Bazaruto,"AHM, Fundo do Século XIX, Códices, 11-1166, ff. 10v-11.",-21.64915,35.46723,-15.02263,36.36115,,,,,,1166,"Carolina Xavier da Fonseca, D.",Moçambique,Manda,Mujau,Não tem,,,,,,,,,,,,,
81,"Carolina Xavier da Fonseca, D.",Santa Carolina,Duarte II,Slave,Male,(Moçambique) Moçambique,30.0,None,1856-08-09,Bazaruto,"AHM, Fundo do Século XIX, Códices, 11-1166, ff. 11v-12.",-21.64915,35.46723,-15.0359,40.73486,,,,,,1166,"Carolina Xavier da Fonseca, D.",Moçambique,Duarte II,Moçambique,Não tem,,,,,,,,,,,,,
82,"Carolina Xavier da Fonseca, D.",Santa Carolina,Não Me Escandaliza,Slave,Female,(Inhambane) Inhambane,28.0,Seamster,1856-08-09,Bazaruto,"AHM, Fundo do Século XIX, Códices, 11-1166, ff. 11v-12.",-21.64915,35.46723,-23.87328,35.4103,,,,,,1166,"Carolina Xavier da Fonseca, D.",Moçambique,Não Me Escandaliza,Inhambane,Costureira,,,,,,,,,,,,,
83,"Carolina Xavier da Fonseca, D.",Santa Carolina,Celestino,Slave,Male,(Macuze) Macuze,19.0,Carpenter,1856-08-09,Bazaruto,"AHM, Fundo do Século XIX, Códices, 11-1166, ff. 11v-12.",-21.64915,35.46723,-17.717137,37.191501,,,,,,1166,"Carolina Xavier da Fonseca, D.",Moçambique,Celestino,Macuze,Caspinteiro,,,,,,,,,,,,,
84,"Carolina Xavier da Fonseca, D.",Santa Carolina,Maria,Slave,Female,(Tete) Tete,26.0,Baker,1856-08-09,Bazaruto,"AHM, Fundo do Século XIX, Códices, 11-1166, ff. 11v-12.",-21.64915,35.46723,-16.13281,33.60638,,,,,,1166,"Carolina Xavier da Fonseca, D.",Moçambique,Maria,Tete,Pandeira,,,,,,,,,,,,,
85,"Carolina Xavier da Fonseca, D.",Santa Carolina,Cipriano,Slave,Male,(S Carolina) S. Carolina,1.0,Unspecified,1856-08-09,Bazaruto,"AHM, Fundo do Século XIX, Códices, 11-1166, ff. 11v-12.",-21.64915,35.46723,-21.62,35.34,,,,,,1166,"Carolina Xavier da Fonseca, D.",Moçambique,Cipriano,S. Carolina,,,,,,,,,,,,,,
86,Guilherme Hermenegildo Ezequiel da Silva,Unspecified,Gavareve,Slave,Female,(Shona) Quiteve,38.0,None,1856-08-09,Bazaruto,"AHM, Fundo do Século XIX, Códices, 11-1166, ff. 11v-12.",-21.64915,35.46723,-19.592602,33.866512,,,,,,1166,Guilherme Hermenegildo Ezequiel da Silva,,Gavareve,Quiteve,Não tem,,,,,,,,,,,,,
87,"Albertina Gonçalves Damas, D.",Unspecified,Não Quer Falar,Slave,Female,(Chopi) Mindongue,14.0,Servant,1857-12-31,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 0v-1.",-23.87328,35.4103,-24.83273,34.10973,,,,,,2393,"Albertina Gonçalves Damas, D.",,Não Quer Falar,Mindongue,Servante,,,,,,,,,,,,,
88,"Albertina Gonçalves Damas, D.",Unspecified,Reguerassi,Slave,Female,(Tsonga) Landina,26.0,Machambeiro,1857-12-31,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 0v-1.",-23.87328,35.4103,-25.921368,32.576575,,,,,,2393,"Albertina Gonçalves Damas, D.",,Reguerassi,Landina,Machambeira,,,,,,,,,,,,,
89,"Albertina Gonçalves Damas, D.",Unspecified,Imbia,Slave,Female,(Chopi) Mindongue,27.0,Machambeiro,1857-12-31,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 0v-1.",-23.87328,35.4103,-24.83273,34.10973,,,,,,2393,"Albertina Gonçalves Damas, D.",,Imbia,Mindongue,Machambeira,,,,,,,,,,,,,
90,"Albertina Gonçalves Damas, D.",Unspecified,Anselmo,Slave,Male,(Inhambane) Inhambane,4.0,None,1857-12-31,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 0v-1.",-23.87328,35.4103,-23.87328,35.4103,,,,,,2393,"Albertina Gonçalves Damas, D.",,Anselmo,Inhambane,Não tem,,,,,,,,,,,,,
91,"Albertina Gonçalves Damas, D.",Unspecified,Francisca,Slave,Female,(Tsonga) Landina,18.0,Servant,1857-12-31,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 0v-1.",-23.87328,35.4103,-25.921368,32.576575,,,,,,2393,"Albertina Gonçalves Damas, D.",,Francisca,Landina,Servante,,,,,,,,,,,,,
92,"Albertina Gonçalves Damas, D.",Unspecified,Faustina,Slave,Female,(Chopi) Mindongue,23.0,Machambeiro,1857-12-31,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 0v-1.",-23.87328,35.4103,-24.83273,34.10973,,,,,,2393,"Albertina Gonçalves Damas, D.",,Faustina,Mindongue,Machambeira,,,,,,,,,,,,,
93,"Albertina Gonçalves Damas, D.",Unspecified,Caetano,Slave,Male,(Inhambane) Inhambane,1.0,None,1857-12-31,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 0v-1.",-23.87328,35.4103,-23.87328,35.4103,,,,,,2393,"Albertina Gonçalves Damas, D.",,"Caetano, filho de Faustina",Inhambane,Não tem,,,,,,,,,,,,,
94,"Albertina Gonçalves Damas, D.",Unspecified,Mahagamella,Slave,Female,(Tsonga) Landina,20.0,Servant,1857-12-31,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 0v-1.",-23.87328,35.4103,-25.921368,32.576575,,,,,,2393,"Albertina Gonçalves Damas, D.",,Mahagamella,Landina,Servante,,,,,,,,,,,,,
95,"Albertina Gonçalves Damas, D.",Unspecified,Mapunguella,Slave,Female,(Ronga) Muronga,30.0,Machambeiro,1857-12-31,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 1v-2.",-23.87328,35.4103,-26.4325,32.68828,,,,,,2393,"Albertina Gonçalves Damas, D.",,Mapunguella,Muronga,Machambeira,,,,,,,,,,,,,
96,"Albertina Gonçalves Damas, D.",Unspecified,Quenquiça,Slave,Female,(Chopi) Mindongue,20.0,Machambeiro,1857-12-31,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 1v-2.",-23.87328,35.4103,-24.83273,34.10973,,,,,,2393,"Albertina Gonçalves Damas, D.",,Quenquiça,Mindongue,Machambeira,,,,,,,,,,,,,
97,"Albertina Gonçalves Damas, D.",Unspecified,Macumbana,Slave,Female,(Tsonga) Landina,45.0,Machambeiro,1857-12-31,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 1v-2.",-23.87328,35.4103,-25.921368,32.576575,,,,,,2393,"Albertina Gonçalves Damas, D.",,Macumbana,Landina,Machambeira,,,,,,,,,,,,,
98,"Albertina Gonçalves Damas, D.",Unspecified,Nhagunama,Slave,Female,(Chopi) Mindongue,30.0,Machambeiro,1857-12-31,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 1v-2.",-23.87328,35.4103,-24.83273,34.10973,,,,,,2393,"Albertina Gonçalves Damas, D.",,Nhagunama,Mindongue,Machambeira,,,,,,,,,,,,,
99,"Albertina Gonçalves Damas, D.",Unspecified,Oraquinuie,Slave,Female,(Tsonga) Landina,23.0,Servant,1857-12-31,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 1v-2.",-23.87328,35.4103,-25.921368,32.576575,,,,,,2393,"Albertina Gonçalves Damas, D.",,Oraquinuie,Landina,Servante,,,,,,,,,,,,,
100,Bernardino António Gomes,Unspecified,Tondóa,Slave,Female,(Munhay) Munhay,35.0,Machambeiro,1857-12-31,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 2v-3.",-23.87328,35.4103,-16.37776,32.223287,,,,,,2393,Bernardino António Gomes,,Tondóa,Munhay,Machambeira,,,,,,,,,,,,,
101,Bernardino António Gomes,Unspecified,Landite,Slave,Female,(Unspecified),,Unspecified,1857-12-31,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 2v-3.",-23.87328,35.4103,#N/A,#N/A,Y,,,,,2393,Bernardino António Gomes,,Landite,,,,,,,,,,,,,,,
102,Bernardino António Gomes,Unspecified,Mussungana,Slave,Female,(Unspecified),,Unspecified,1857-12-31,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 2v-3.",-23.87328,35.4103,#N/A,#N/A,Y,,,,,2393,Bernardino António Gomes,,Mussungana,,,,,,,,,,,,,,,
103,Bernardino António Gomes,Unspecified,Inhambuli,Slave,Female,(Unspecified),,Unspecified,1857-12-31,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 2v-3.",-23.87328,35.4103,#N/A,#N/A,Y,,,,,2393,Bernardino António Gomes,,Inhambuli,,,,,,,,,,,,,,,
104,Bernardino António Gomes,Unspecified,Manguegue,Slave,Male,(Unspecified),,Unspecified,1857-12-31,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 2v-3.",-23.87328,35.4103,#N/A,#N/A,Y,,,,,2393,Bernardino António Gomes,,"Manguegue, filho de Mussungana",,,,,,,,,,,,,,,
105,Bernardino António Gomes,Unspecified,Inhagila,Slave,Female,(Unspecified),,Unspecified,1857-12-31,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 2v-3.",-23.87328,35.4103,#N/A,#N/A,Y,,,,,2393,Bernardino António Gomes,,"Inhagila, filha de Inhambuli",,,,,,,,,,,,,,,
106,"Albertina Gonçalves Damas, D.",Unspecified,Florinda,Slave,Female,(Unspecified),,Unspecified,1858-01-02,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 3v-4.",-23.87328,35.4103,#N/A,#N/A,Y,,,,,2393,"Albertina Gonçalves Damas, D.",,Florinda,,,,,,,,,,,,,,,
107,Carlos António Fornesene,Unspecified,Gulocaeli,Slave,Female,(Tsonga) Landina,30.0,Machambeiro,1858-01-02,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 3v-4.",-23.87328,35.4103,-25.921368,32.576575,,,,,,2393,Carlos António Fornesene,,Gulocaeli,Landina,Machambeira,,,,,,,,,,,,,
108,Carlos António Fornesene,Unspecified,Rita,Slave,Female,(Chopi) Mindongue,14.0,Servant,1858-01-02,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 3v-4.",-23.87328,35.4103,-24.83273,34.10973,,,,,,2393,Carlos António Fornesene,,Rita,Mindongue,Servante,,,,,,,,,,,,,
109,"Albertina Gonçalves Damas, D.",Unspecified,Muéle,Slave,Female,(Tsonga) Landina,30.0,Machambeiro,1858-01-02,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 3v-4.",-23.87328,35.4103,-25.921368,32.576575,,,,,,2393,"Albertina Gonçalves Damas, D.",,Muéle,Landina,Machambeira,,,,,,,,,,,,,
110,"Albertina Gonçalves Damas, D.",Unspecified,Maluleca,Slave,Female,(Ronga) Burronguira,26.0,Machambeiro,1858-01-02,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 4v-5.",-23.87328,35.4103,-26.4325,32.68828,,,,,,2393,"Albertina Gonçalves Damas, D.",,Maluleca,Burronguira,Machambeira,,,,,,,,,,,,,
111,"Albertina Gonçalves Damas, D.",Unspecified,Mahassa,Slave,Male,(Inhambane) Inhambane,1.0,None,1858-01-02,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 4v-5.",-23.87328,35.4103,-23.87328,35.4103,,,,,,2393,"Albertina Gonçalves Damas, D.",,"Mahassa, filho de Maluleca",Inhambane,Não tem,,,,,,,,,,,,,
112,"Albertina Gonçalves Damas, D.",Unspecified,Guené,Slave,Female,(Tsonga) Landina,30.0,Machambeiro,1858-01-02,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 4v-5.",-23.87328,35.4103,-25.921368,32.576575,,,,,,2393,"Albertina Gonçalves Damas, D.",,Guené,Landina,Machambeira,,,,,,,,,,,,,
113,"Albertina Gonçalves Damas, D.",Unspecified,Tomásia,Slave,Female,(Unspecified),,Unspecified,1858-01-02,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 4v-5.",-23.87328,35.4103,#N/A,#N/A,Y,,,,,2393,"Albertina Gonçalves Damas, D.",,Tomásia,,,,,,,,,,,,,,,
114,"Albertina Gonçalves Damas, D.",Unspecified,Nhadabi,Slave,Female,(Unspecified),,Unspecified,1858-01-02,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 4v-5.",-23.87328,35.4103,#N/A,#N/A,Y,,,,,2393,"Albertina Gonçalves Damas, D.",,Nhadabi,,,,,,,,,,,,,,,
115,"Albertina Gonçalves Damas, D.",Unspecified,Constancia,Slave,Female,(Unspecified),,Unspecified,1858-01-02,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 4v-5.",-23.87328,35.4103,#N/A,#N/A,Y,,,,,2393,"Albertina Gonçalves Damas, D.",,Constancia,,,,,,,,,,,,,,,
116,"Albertina Gonçalves Damas, D.",Unspecified,Nhachala,Slave,Female,(Unspecified),,Unspecified,1858-01-02,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 4v-5.",-23.87328,35.4103,#N/A,#N/A,Y,,,,,2393,"Albertina Gonçalves Damas, D.",,Nhachala,,,,,,,,,,,,,,,
117,Mamud Amad Saibo,Inhambane,Gugoneane,Slave,Male,(Tsonga) Landina,30.0,Machambeiro,1858-01-02,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 5v-6.",-23.87328,35.4103,-25.921368,32.576575,,,,,,2393,Mamud Amad Saibo,,Gugoneane,Landina,Machambeiro,,,,,,,,,,,,,
118,Mamud Amad Saibo,Unspecified,Fala Comigo,Slave,Male,(Inhambane) Inhambane,27.0,Machambeiro,1858-01-02,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 5v-6.",-23.87328,35.4103,-23.87328,35.4103,,,,,,2393,Mamud Amad Saibo,,Fala Comigo,Inhambane,Machambeiro,,,,,,,,,,,,,
119,Mamud Amad Saibo,Unspecified,Guiango,Slave,Male,(Inhambane) Inhambane,30.0,Machambeiro,1858-01-02,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 5v-6.",-23.87328,35.4103,-23.87328,35.4103,,,,,,2393,Mamud Amad Saibo,,Guiango,Inhambane,Machambeiro,,,,,,,,,,,,,
120,Mamud Amad Saibo,Unspecified,Inveja,Slave,Female,(Tsonga) Landina,25.0,Cook,1858-01-02,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 5v-6.",-23.87328,35.4103,-25.921368,32.576575,,,,,,2393,Mamud Amad Saibo,,Inveja,Landina,Cusinheira,,,,,,,,,,,,,
121,Mamud Amad Saibo,Unspecified,Nhalongoana,Slave,Female,(Tsonga) Landina,35.0,None,1858-01-02,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 5v-6.",-23.87328,35.4103,-25.921368,32.576575,,,,,,2393,Mamud Amad Saibo,,Nhalongoana,Landina,Não tem,,,,,,,,,,,,,
122,Mamud Amad Saibo,Unspecified,Maquete,Slave,Female,(Tsonga) Landina,40.0,None,1858-01-02,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 5v-6.",-23.87328,35.4103,-25.921368,32.576575,,,,,,2393,Mamud Amad Saibo,,Maquete,Landina,Não tem,,,,,,,,,,,,,
123,Mamud Amad Saibo,Unspecified,Nhagonani,Slave,Female,(Tsonga) Landina,30.0,Machambeiro,1858-01-02,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 5v-6.",-23.87328,35.4103,-25.921368,32.576575,,,,,,2393,Mamud Amad Saibo,,Nhagonani,Landina,Machambeira,,,,,,,,,,,,,
124,Mamud Amad Saibo,Unspecified,Bolombo,Slave,Female,(Tsonga) Landina,32.0,Machambeiro,1858-01-02,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 6v-7.",-23.87328,35.4103,-25.921368,32.576575,,,,,,2393,Mamud Amad Saibo,,Bolombo,Landina,Machambeira,,,,,,,,,,,,,
125,Mamud Amad Saibo,Unspecified,Massico,Slave,Female,(Sofala) Sofala,30.0,Machambeiro,1858-01-02,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 6v-7.",-23.87328,35.4103,-20.02436,34.74092,,,,,,2393,Mamud Amad Saibo,,Massico,Sofala,Machambeira,,,,,,,,,,,,,
126,Mamud Amad Saibo,Unspecified,Nhadabi,Slave,Female,(Ronga) Murronga,40.0,Machambeiro,1858-01-02,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 6v-7.",-23.87328,35.4103,-26.4325,32.68828,,,,,,2393,Mamud Amad Saibo,,Nhadabi,Murronga,Machambeira,,,,,,,,,,,,,
127,Mariano José Coutinho,Unspecified,Pattá,Slave,Male,(Tonga) Bitonga,25.0,Sailor,1858-01-02,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 6v-7.",-23.87328,35.4103,-23.79642,35.15768,,,,,,2393,Mariano José Cotinho,,Pattá,Bitonga,Marinheiro,,,,,,,,,,,,,
128,Mariano José Coutinho,Unspecified,João,Slave,Male,(Makhuwa) Macua,20.0,Sailor,1858-01-02,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 6v-7.",-23.87328,35.4103,-15.120919,39.268814,,,,,,2393,Mariano José Cotinho,,João,Macua,Marinheiro,,,,,,,,,,,,,
129,Mariano José Coutinho,Unspecified,Francisco,Slave,Male,(Makhuwa) Macua,26.0,Sailor,1858-01-02,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 7v-8.",-23.87328,35.4103,-15.120919,39.268814,,,,,,2393,Mariano José Cotinho,,Francisco,Macua,Marinheiro,,,,,,,,,,,,,
130,Mariano José Coutinho,Unspecified,Felicia,Slave,Female,(Munhay) Munhay,22.0,Cook,1858-01-02,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 7v-8.",-23.87328,35.4103,-16.37776,32.223287,,,,,,2393,Mariano José Cotinho,,Felicia,Munhay,Cusinheira,,,,,,,,,,,,,
131,Mariano José Coutinho,Unspecified,Semanebi,Slave,Female,(Tonga) Bitonga,30.0,Machambeiro,1858-01-02,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 7v-8.",-23.87328,35.4103,-23.79642,35.15768,,,,,,2393,Mariano José Cotinho,,Semanebi,Bitonga,Machambeira,,,,,,,,,,,,,
132,Mariano José Coutinho,Unspecified,Joaquina,Slave,Female,(Inhambane) Inhambane,3.0,None,1858-01-02,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 7v-8.",-23.87328,35.4103,-23.87328,35.4103,,,,,,2393,Mariano José Cotinho,,Joaquina,Inhambane,Não tem,,,,,,,,,,,,,
133,Mariano José Coutinho,Unspecified,Orfilla,Slave,Female,(Inhambane) Inhambane,3.0,None,1858-01-02,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 7v-8.",-23.87328,35.4103,-23.87328,35.4103,,,,,,2393,Mariano José Cotinho,,Orfilla,Inhambane,Não tem,,,,,,,,,,,,,
134,Mariano José Coutinho,Unspecified,Musingua,Slave,Female,(Tonga) Bitonga,30.0,Machambeiro,1858-01-02,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 7v-8.",-23.87328,35.4103,-23.79642,35.15768,,,,,,2393,Mariano José Cotinho,,Musingua,Bitonga,Machambeira,,,,,,,,,,,,,
135,Mariano José Coutinho,Unspecified,Preciso,Slave,Male,(Inhambane) Inhambane,4.0,None,1858-01-02,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 7v-8.",-23.87328,35.4103,-23.87328,35.4103,,,,,,2393,Mariano José Cotinho,,Preciso,Inhambane,Não tem,,,,,,,,,,,,,
136,Mariano José Coutinho,Unspecified,Caetano,Slave,Male,(Inhambane) Inhambane,3.0,None,1858-01-02,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 7v-8.",-23.87328,35.4103,-23.87328,35.4103,,,,,,2393,Mariano José Cotinho,,Caetano,Inhambane,Não tem,,,,,,,,,,,,,
137,Mariano José Coutinho,Unspecified,José,Slave,Male,(Makhuwa) Macua,9.0,Servant,1858-01-02,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 8v-9.",-23.87328,35.4103,-15.120919,39.268814,,,,,,2393,Mariano José Cotinho,,José,Macua,Criado,,,,,,,,,,,,,
138,Mariano José Coutinho,Unspecified,Felix,Slave,Male,(Makhuwa) Macua,8.0,None,1858-01-02,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 8v-9.",-23.87328,35.4103,-15.120919,39.268814,,,,,,2393,Mariano José Cotinho,,Felix,Macua,Não tem,,,,,,,,,,,,,
139,Mariano José Coutinho,Unspecified,Chibosse,Slave,Male,(Chopi) Mindongue,6.0,None,1858-01-02,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 8v-9.",-23.87328,35.4103,-24.83273,34.10973,,,,,,2393,Mariano José Cotinho,,Chibosse,Mindongue,Não tem,,,,,,,,,,,,,
140,Mariano José Coutinho,Unspecified,Maria,Slave,Female,(Tsonga) Landina,8.0,None,1858-01-02,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 8v-9.",-23.87328,35.4103,-25.921368,32.576575,,,,,,2393,Mariano José Cotinho,,Maria,Landina,Não tem,,,,,,,,,,,,,
141,Pascoal Lopes,Unspecified,Ellsina,Slave,Female,(Ronga) Murronga,30.0,Mainato,1858-01-02,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 8v-9.",-23.87328,35.4103,-26.4325,32.68828,,,,,,2393,Pascoal Lopes,,Ellsina,Murronga,Mainata,,,,,,,,,,,,,
142,Pascoal Lopes,Unspecified,Desgraça,Slave,Female,(Tsonga) Landina,40.0,Baker,1858-01-02,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 9v-10.",-23.87328,35.4103,-25.921368,32.576575,,,,,,2393,Pascoal Lopes,,Desgraça,Landina,Padeira,,,,,,,,,,,,,
143,Pascoal Lopes,Unspecified,Mutumune,Slave,Female,(Tonga) Bitonga,25.0,Mainato,1858-01-02,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 9v-10.",-23.87328,35.4103,-23.79642,35.15768,,,,,,2393,Pascoal Lopes,,Mutumune,Bitonga,Mainata,,,,,,,,,,,,,
144,Pascoal Lopes,Unspecified,Augusta,Slave,Female,(Inhambane) Inhambane,21.0,None,1858-01-02,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 9v-10.",-23.87328,35.4103,-23.87328,35.4103,,,,,,2393,Pascoal Lopes,,Augusta,Inhambane,Não tem,,,,,,,,,,,,,
145,Pascoal Lopes,Unspecified,Rua,Slave,Female,(Inhambane) Inhambane,20.0,None,1858-01-02,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 9v-10.",-23.87328,35.4103,-23.87328,35.4103,,,,,,2393,Pascoal Lopes,,Rua,Inhambane,Não tem,,,,,,,,,,,,,
146,Pascoal Lopes,Unspecified,Isabel,Slave,Female,(Ronga) Murrungueira,18.0,None,1858-01-02,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 9v-10.",-23.87328,35.4103,-26.4325,32.68828,,,,,,2393,Pascoal Lopes,,Isabel,Murrungueira,Não tem,,,,,,,,,,,,,
147,Pascoal Lopes,Unspecified,Felicia,Slave,Female,(Chopi) Mindongue,26.0,None,1858-01-02,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 9v-10.",-23.87328,35.4103,-24.83273,34.10973,,,,,,2393,Pascoal Lopes,,Felicia,Mindongue,Não tem,,,,,,,,,,,,,
148,Pascoal Lopes,Unspecified,Domingos,Slave,Male,(Inhambane) Inhambane,2.0,None,1858-01-02,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 9v-10.",-23.87328,35.4103,-23.87328,35.4103,,,,,,2393,Pascoal Lopes,,Domingos,Inhambane,Não tem,,,,,,,,,,,,,
149,Pascoal Lopes,Unspecified,Macumbana,Slave,Female,(Tonga) Bitonga,30.0,None,1858-01-02,Inhambane,"AHM, Fundo do Século XIX, Códices, 11-2393, ff. 10v-11.",-23.87328,35.4103,-23.79642,35.15768,,,,,,2393,Pascoal Lopes,,Macumbana,Bitonga,Não tem,,,,,,,,,,,,,
